,Keyword,Count
6030,human centred design,1
6031,cognitive capabilities,1
6032,thin-fit ideal,1
6033,fitspiration,1
6034,clothes,1
6035,athleisure,1
6036,physiological monitoring,1
6037,construction labor,1
6038,work physiology,1
6039,tactile/haptic displays,1
6040,macroergonomics and the environment,1
6041,industrial/workplace ergonomics,1
6042,gait,1
6043,displays and controls,1
6044,biomechanics,1
6045,infological approach,1
6046,and virtual realities,1
6047,artificial,1
6048,schutz,1
6049,cognitive hacking,1
6050,virtual teams,1
6051,intelligence manufacturing,1
6052,theory of planned behavior model,1
6053,millennial workforce,1
6054,knowledge sharing strategy,1
6055,employees behavior,1
6056,social phenomenology,1
6057,global warming of 1.5°c,1
6058,augmented,1
6059,critical theory,1
6060,cognitive sociology,1
6061,adorno,1
6062,style guides,1
6063,screen design,1
6064,h.5.2: user interfaces,1
6065,h.5.1: multimedia information systems,1
6066,evaluation / methodology,1
6067,anthropometry,1
6068,learning by demonstration,1
6069,teleconference,1
6070,knowledge management (km),1
6071,co-simulation,1
6072,attack detection,1
6073,pen,1
6074,material presentation,1
6075,walker,1
6076,adaptive neuro-fuzzy,1
6077,wearable augmented reality,1
6078,smart task assistance,1
6079,deep learning-based task assistance,1
6080,ar smart glasses,1
6081,emergency management decision aid,1
6082,disasters,1
6083,model-based engineering,1
6084,design optimisation,1
6085,scene and action understanding,1
6086,individualized feedback,1
6087,structural equation model (sem),1
6088,safety competency,1
6089,mediation variable,1
6090,cyber-physical system modeling,1
6091,cyber-range,1
6092,cyber-resilience,1
6093,human drift diffusion model,1
6094,knowledge acquisition (ka),1
6095,fuzzy cognitive map (fcm),1
6096,change readiness (cr),1
6097,targeted marketing,1
6098,personal data,1
6099,iot and marketing trends,1
6100,human-computer-interaction,1
6101,human intervention,1
6102,human decisionmaking behavior model,1
6103,modeling and simulation,1
6104,social adaptation,1
6105,depressive symptom,1
6106,cognitive distortion,1
6107,organizational learning,1
6108,personalized information system,1
6109,cognitive overload,1
6110,spatial memory,1
6111,spatial knowledge,1
6112,physiological and psychological factors tests,1
6113,human inherent factors,1
6114,smart-c,1
6115,faster r-cnn,1
6116,technological replacement,1
6117,linguistic framing,1
6118,industrial human-robot interaction,1
6119,transfer entropy,1
6120,distributed control system (dcs),1
6121,cognitive task load,1
6122,human–machine systems,1
6123,human–machine cooperation,1
6124,industrialization,1
6125,analytic hierarchy process,1
6126,user-centric,1
6127,robot perception,1
6128,employability skills,1
6129,e-commerce industry,1
6130,cognitive interface,1
6131,co-working space,1
6132,real-time measurement,1
6133,eyetracking,1
6134,nasa multi attribute task battery (matb),1
6135,fast r-cnn,1
6136,hog,1
6137,modular industrial assembly workstations,1
6138,ssd,1
6139,k.6.1 [management of computing and information systems]: project and people management,1
6140,k.4.3 [computers and society]: organizational impacts,1
6141,human-system cooperation,1
6142,digital twin deployment,1
6143,activity allocation,1
6144,writing,1
6145,metacognition,1
6146,experimental research,1
6147,educational software,1
6148,military cabin,1
6149,man-machine environment introduction,1
6150,object tracking,1
6151,production 4.0,1
6152,digital clones,1
6153,statistical process control,1
6154,shewhart charts,1
6155,illusion of control,1
6156,data series analysis,1
6157,yolo,1
6158,electrocardiography (ecg),1
6159,haptic glove,1
6160,3d printing,1
6161,mass customisation,1
6162,hips,1
6163,vital signs detection,1
6164,respiration monitoring,1
6165,motion recognition,1
6166,mixed-signal integrated circuit (ic),1
6167,internet of everything (ioe),1
6168,edge sensing devices,1
6169,coherent detection,1
6170,reduced crew operations,1
6171,knowledge exchange,1
6172,content speech analysis,1
6173,statistical signal processing,1
6174,human machine collaboration,1
6175,marketing,1
6176,kansei evaluation,1
6177,emotion transition,1
6178,aroma,1
6179,noise-tlx,1
6180,noise effects,1
6181,mwl,1
6182,entropy measure,1
6183,i4.0 technologies,1
6184,remote control,1
6185,dynamic digital instruction,1
6186,digital assembly assistant,1
6187,virtual visit,1
6188,telemedicine,1
6189,heart failure,1
6190,cloud,1
6191,nlp,1
6192,manufacturing training,1
6193,virtual reality storytelling,1
6194,procedure-guided tasks,1
6195,sem,1
6196,flow,1
6197,enjoyment,1
6198,sex identification,1
6199,mfcc,1
6200,mel spectrogram,1
6201,accent identification,1
6202,task structure,1
6203,lean principles,1
6204,poka-yoke system,1
6205,smart cities,1
6206,cognition processing,1
6207,green it,1
6208,lexical semantic,1
6209,intelligent interactive system,1
6210,industrial design (id),1
6211,design aesthetics,1
6212,creativity support tools (csts),1
6213,concept design,1
6214,intellignece augmentation,1
6215,shift workers,1
6216,integrative lighting,1
6217,locomotion methods,1
6218,human-centered computing-human computer interaction (hci)-interaction paradigms-virtual reality,1
6219,visual servo control,1
6220,model-based tracking,1
6221,positive computing,1
6222,industrial training,1
6223,biophilia hypothesis,1
6224,sentimental sensing,1
6225,servicerobot,1
6226,nextgen medical services,1
6227,asp,1
6228,design for interaction,1
6229,behavior tree,1
6230,safety zoning,1
6231,lidar sensor,1
6232,dynamic separation distance,1
6233,zero defect,1
6234,slips,1
6235,mistakes,1
6236,lean manufactur-ing,1
6237,aircraft,1
6238,aerospace assembly,1
6239,text analysis,1
6240,success tree,1
6241,goal tree,1
6242,fluid penetrant inspection,1
6243,fault-tree,1
6244,capemo,1
6245,manual assembly tasks,1
6246,admittance control,1
6247,robotic task planning,1
6248,pddl,1
6249,emotionmodel,1
6250,emotionexpression,1
6251,controlarchitecture,1
6252,artificialpsychology,1
6253,agriculture 4.0,1
6254,mro,1
6255,human versus machine,1
6256,human technology comparison,1
6257,emerging technologies,1
6258,automated defect detection,1
6259,aircraft engine maintenance,1
6260,task-oriented dialogue systems,1
6261,human error taxonomy,1
6262,fn-dbscan algorithm,1
6263,dynamic context,1
6264,driving behavior,1
6265,prediction models,1
6266,occupational noise,1
6267,occupational exposure limits,1
6268,non-auditory effects,1
6269,pseudo-haptics,1
6270,empirical studies in interaction design,1
6271,e-commerce,1
6272,muscoskeletal disorders,1
6273,vibration risk,1
6274,computation tree logic,1
6275,adversarial machine learning,1
6276,training framework,1
6277,personalizedp learning,1
6278,delphi method,1
6279,cyber-security,1
6280,data annotation,1
6281,bin-picking,1
6282,co-operational aspects,1
6283,"digital cloning, digital immunity",1
6284,adversarial example generation,1
6285,requirements specification language,1
6286,happy factors,1
6287,happiness it platform,1
6288,distribution channel,1
6289,socio-technical,1
6290,bmc,1
6291,automated rule checking,1
6292,automated design/decision aids,1
6293,arc,1
6294,n-back test,1
6295,immersive virtual reality,1
6296,healthy lifestyles,1
6297,comparison between japan and israel,1
6298,human-cyber-physical systems,1
6299,fuzzy pattern classification,1
6300,osteogenic differentiation,1
6301,hmscs,1
6302,cell migration,1
6303,bone defect,1
6304,apoptosis,1
6305,quality function deployment,1
6306,whole-body vibration (wbv),1
6307,driver drowsiness,1
6308,cognitive performances,1
6309,acceptability,1
6310,workplace digitalization,1
6311,work replacement,1
6312,process innovation,1
6313,dilemma analysis,1
6314,vehicle,1
6315,partially automated,1
6316,adaptive hmi,1
6317,thermal spraying,1
6318,public acceptance,1
6319,environmental scan,1
6320,risk perceptions,1
6321,short-term memory,1
6322,long-term memory,1
6323,filtering algorithms,1
6324,construction frontline professionals,1
6325,social behavior disorders,1
6326,self-awareness,1
6327,positive behavior support,1
6328,higher brain dysfunction,1
6329,cognitive behavior therapy,1
6330,reproducibility,1
6331,repeatability,1
6332,measurement systems analysis,1
6333,inspection accuracy,1
6334,human cognitive performance,1
6335,consistency,1
6336,aviation safety,1
6337,attribute agreement analysis,1
6338,aero engine maintenance,1
6339,human–robot interaction fluency,1
6340,self-learning technologies,1
6341,orders of design,1
6342,learning systems,1
6343,design knowledge,1
6344,normalized heart rate variability,1
6345,cardiac activity,1
6346,semantic cognition,1
6347,metaphorical design,1
6348,industrial icon,1
6349,telehealth,1
6350,tele rehabilitation,1
6351,functionality,1
6352,dual-task,1
6353,systematic selection,1
6354,linguistic terms,1
6355,fuzzy numbers,1
6356,business analytics,1
6357,r&d employeesa'mobility,1
6358,information and communication technology industry,1
6359,firm creativity,1
6360,co-inventive network,1
6361,centrality,1
6362,multigrade fuzzy approach,1
6363,visually induced motion sickness,1
6364,ethical issues,1
6365,impact of technology,1
6366,industrial setting,1
6367,data-driven design,1
6368,personal protection behavior,1
6369,occupational noise-related perception,1
6370,chinese construction workers,1
6371,rapid convergence,1
6372,industry-5.0,1
6373,cognitive routing,1
6374,overload,1
6375,eog,1
6376,virtual reality technologies,1
6377,sensor data,1
6378,multi-fault diagnosis (mfd),1
6379,hierarchical cognize framework (hcf),1
6380,fault coding,1
6381,experience fused self-adaption gaussian mixture model (efsa-gmm),1
6382,domain knowledge and data fusion,1
6383,scene-aware,1
6384,intelligent augmented reality,1
6385,experience level,1
6386,information support technology,1
6387,configuration perspective,1
6388,green innovation,1
6389,automated text classification,1
6390,accident report data,1
6391,shift changeovers,1
6392,distributed situation awareness,1
6393,bayesian belief network,1
6394,human-machine integration,1
6395,design-evaluate-justify-integrate (deji) model,1
6396,modelling and reasoning,1
6397,mobile wearable computing,1
6398,trust in ai,1
6399,human-ai interaction,1
6400,ai design,1
6401,service economy,1
6402,affective labor,1
6403,performance shaping factor,1
6404,trait activation theory,1
6405,subjective health,1
6406,health management,1
6407,competitive work environment,1
6408,human factors taxonomy,1
6409,human reliability data,1
6410,bica,1
6411,ergonomics 4.0,1
6412,agetech,1
6413,value proposition,1
6414,value perception,1
6415,value creation,1
6416,customer value,1
6417,human- machine collaboration,1
6418,machine safety,1
6419,human-centred-design (hcd),1
6420,interface layout,1
6421,human-in-loop,1
6422,industrial machine tool,1
6423,human machine system,1
6424,aesthetics model,1
6425,i4.0,1
6426,human inspired ai,1
6427,human centered computing,1
6428,artificial intelligecne,1
6429,perception-action,1
6430,cognitive distortions,1
6431,eco-sustainability,1
6432,fuzzy-set qualitative comparative analysis,1
6433,vr-based training,1
6434,expression intensity classification,1
6435,quantitative risk assessment,1
6436,lng bunkering,1
6437,fuzzy set,1
6438,human-aware task planning,1
6439,harsh environments,1
6440,behavior trees (bt),1
6441,team structure,1
6442,patents,1
6443,invention impact,1
6444,high knowledge diversity,1
6445,well control,1
6446,automated well control,1
6447,symmetry,1
6448,human reliability analysis model,1
6449,failure and success,1
6450,cognitive stages,1
6451,information extraction,1
6452,data science workflows,1
6453,facial expression intensity level,1
6454,addictive behavior,1
6455,etiology,1
6456,musculoskeletal disorders,1
6457,trust in the robot,1
6458,robot operation self-efficacy,1
6459,thinking style,1
6460,paranormal beliefs,1
6461,moral judgement,1
6462,himba of namibia,1
6463,cross-cultural psychology,1
6464,poka—yoke system,1
6465,modular and adaptive laboratory workstation,1
6466,online gaming,1
6467,industry−4.0,1
6468,experimental set-up,1
6469,world class manufacturing,1
6470,workplace organization pillar,1
6471,equipment design,1
6472,human–machine teams,1
6473,concept of operations,1
6474,actor–network theory,1
6475,aerospace manufacturing,1
6476,robotic applications,1
6477,project management analytics,1
6478,muscle activity,1
6479,physical human robot interaction,1
6480,motion prediction,1
6481,motion intention estimation,1
6482,ai assistance,1
6483,pervasive systems,1
6484,human failure event,1
6485,cbdt,1
6486,advanced mcr,1
6487,smart retrofitting,1
6488,opinion dynamics,1
6489,marketing industry,1
